source,target,word_count,sentiment
Mr. Darcy,Mrs. Hurst,24,-0.8257
Mr. Darcy,Mr. Bingley,24,-0.8257
Mr. Darcy,Jane,24,-0.8257
Mr. Darcy,Miss Bingley,24,-0.8257
Elizabeth,Mr. Darcy,10,-0.7269
Elizabeth,Mrs. Hurst,10,-0.7269
Elizabeth,Mr. Bingley,10,-0.7269
Elizabeth,Jane,10,-0.7269
Elizabeth,Miss Bingley,10,-0.7269
Mr. Darcy,Elizabeth,7,-0.3612
Mr. Darcy,Mrs. Hurst,7,-0.3612
Mr. Darcy,Mr. Bingley,7,-0.3612
Mr. Darcy,Jane,7,-0.3612
Mr. Darcy,Miss Bingley,7,-0.3612
Miss Bingley,Mr. Darcy,16,0.0
Miss Bingley,Elizabeth,16,0.0
Miss Bingley,Mrs. Hurst,16,0.0
Miss Bingley,Mr. Bingley,16,0.0
Miss Bingley,Jane,16,0.0
Mr. Bennet,Mary,24,0.8779
Mr. Bennet,Elizabeth,24,0.8779
Mr. Bennet,Lydia,24,0.8779
Mr. Bennet,Mrs. Bennet,24,0.8779
Mr. Bennet,Kitty,24,0.8779
Mr. Bennet,Jane,24,0.8779
Mrs. Bennet,Mary,44,0.8658
Mrs. Bennet,Elizabeth,44,0.8658
Mrs. Bennet,Lydia,44,0.8658
Mrs. Bennet,Kitty,44,0.8658
Mrs. Bennet,Jane,44,0.8658
Mrs. Bennet,Mr. Bennet,44,0.8658
Mr. Bennet,Mary,12,0.0
Mr. Bennet,Elizabeth,12,0.0
Mr. Bennet,Lydia,12,0.0
Mr. Bennet,Mrs. Bennet,12,0.0
Mr. Bennet,Kitty,12,0.0
Mr. Bennet,Jane,12,0.0
Mrs. Bennet,Mary,63,0.9367
Mrs. Bennet,Elizabeth,63,0.9367
Mrs. Bennet,Lydia,63,0.9367
Mrs. Bennet,Kitty,63,0.9367
Mrs. Bennet,Jane,63,0.9367
Mrs. Bennet,Mr. Bennet,63,0.9367
Mr. Bennet,Mary,20,0.0
Mr. Bennet,Elizabeth,20,0.0
Mr. Bennet,Lydia,20,0.0
Mr. Bennet,Mrs. Bennet,20,0.0
Mr. Bennet,Kitty,20,0.0
Mr. Bennet,Jane,20,0.0
Mr. Bennet,Mary,54,-0.3818
Mr. Bennet,Elizabeth,54,-0.3818
Mr. Bennet,Lydia,54,-0.3818
Mr. Bennet,Mrs. Bennet,54,-0.3818
Mr. Bennet,Kitty,54,-0.3818
Mr. Bennet,Jane,54,-0.3818
Mrs. Bennet,Mary,62,0.7574
Mrs. Bennet,Elizabeth,62,0.7574
Mrs. Bennet,Lydia,62,0.7574
Mrs. Bennet,Kitty,62,0.7574
Mrs. Bennet,Jane,62,0.7574
Mrs. Bennet,Mr. Bennet,62,0.7574
Mr. Bennet,Mary,40,-0.1134
Mr. Bennet,Elizabeth,40,-0.1134
Mr. Bennet,Lydia,40,-0.1134
Mr. Bennet,Mrs. Bennet,40,-0.1134
Mr. Bennet,Kitty,40,-0.1134
Mr. Bennet,Jane,40,-0.1134
Mrs. Bennet,Mary,46,-0.6214
Mrs. Bennet,Elizabeth,46,-0.6214
Mrs. Bennet,Lydia,46,-0.6214
Mrs. Bennet,Kitty,46,-0.6214
Mrs. Bennet,Jane,46,-0.6214
Mrs. Bennet,Mr. Bennet,46,-0.6214
Mr. Bennet,Mary,70,-0.6192
Mr. Bennet,Elizabeth,70,-0.6192
Mr. Bennet,Lydia,70,-0.6192
Mr. Bennet,Mrs. Bennet,70,-0.6192
Mr. Bennet,Kitty,70,-0.6192
Mr. Bennet,Jane,70,-0.6192
Mrs. Bennet,Mary,31,-0.4215
Mrs. Bennet,Elizabeth,31,-0.4215
Mrs. Bennet,Lydia,31,-0.4215
Mrs. Bennet,Kitty,31,-0.4215
Mrs. Bennet,Jane,31,-0.4215
Mrs. Bennet,Mr. Bennet,31,-0.4215
Jane,Mary,28,0.6369
Jane,Elizabeth,28,0.6369
Jane,Lydia,28,0.6369
Jane,Mrs. Bennet,28,0.6369
Jane,Kitty,28,0.6369
Jane,Mr. Bennet,28,0.6369
Elizabeth,Mary,46,0.4137
Elizabeth,Lydia,46,0.4137
Elizabeth,Mrs. Bennet,46,0.4137
Elizabeth,Kitty,46,0.4137
Elizabeth,Jane,46,0.4137
Elizabeth,Mr. Bennet,46,0.4137
Mr. Bennet,Mary,36,-0.4071
Mr. Bennet,Elizabeth,36,-0.4071
Mr. Bennet,Lydia,36,-0.4071
Mr. Bennet,Mrs. Bennet,36,-0.4071
Mr. Bennet,Kitty,36,-0.4071
Mr. Bennet,Jane,36,-0.4071
Mary,Elizabeth,28,0.5432
Mary,Lydia,28,0.5432
Mary,Mrs. Bennet,28,0.5432
Mary,Kitty,28,0.5432
Mary,Jane,28,0.5432
Mary,Mr. Bennet,28,0.5432
Mrs. Bennet,Mary,31,0.8268
Mrs. Bennet,Elizabeth,31,0.8268
Mrs. Bennet,Lydia,31,0.8268
Mrs. Bennet,Kitty,31,0.8268
Mrs. Bennet,Jane,31,0.8268
Mrs. Bennet,Mr. Collins,31,0.8268
Mrs. Bennet,Mr. Bennet,31,0.8268
Mr. Collins,Mary,9,0.0
Mr. Collins,Elizabeth,9,0.0
Mr. Collins,Lydia,9,0.0
Mr. Collins,Mrs. Bennet,9,0.0
Mr. Collins,Kitty,9,0.0
Mr. Collins,Jane,9,0.0
Mr. Collins,Mr. Bennet,9,0.0
Mrs. Bennet,Mary,52,-0.8516
Mrs. Bennet,Elizabeth,52,-0.8516
Mrs. Bennet,Lydia,52,-0.8516
Mrs. Bennet,Kitty,52,-0.8516
Mrs. Bennet,Jane,52,-0.8516
Mrs. Bennet,Mr. Collins,52,-0.8516
Mrs. Bennet,Mr. Bennet,52,-0.8516
Mr. Collins,Mary,56,0.9161
Mr. Collins,Elizabeth,56,0.9161
Mr. Collins,Lydia,56,0.9161
Mr. Collins,Mrs. Bennet,56,0.9161
Mr. Collins,Kitty,56,0.9161
Mr. Collins,Jane,56,0.9161
Mr. Collins,Mr. Bennet,56,0.9161
Mrs. Bennet,Mary,40,0.7155
Mrs. Bennet,Elizabeth,40,0.7155
Mrs. Bennet,Lydia,40,0.7155
Mrs. Bennet,Kitty,40,0.7155
Mrs. Bennet,Jane,40,0.7155
Mrs. Bennet,Mr. Collins,40,0.7155
Mrs. Bennet,Mr. Bennet,40,0.7155
Mr. Collins,Mary,20,0.0
Mr. Collins,Elizabeth,20,0.0
Mr. Collins,Lydia,20,0.0
Mr. Collins,Mrs. Bennet,20,0.0
Mr. Collins,Kitty,20,0.0
Mr. Collins,Jane,20,0.0
Mr. Collins,Mr. Bennet,20,0.0
Mrs. Bennet,Mary,13,0.0
Mrs. Bennet,Elizabeth,13,0.0
Mrs. Bennet,Lydia,13,0.0
Mrs. Bennet,Kitty,13,0.0
Mrs. Bennet,Jane,13,0.0
Mrs. Bennet,Mr. Collins,13,0.0
Mrs. Bennet,Mr. Bennet,13,0.0
Mr. Collins,Mary,14,0.0
Mr. Collins,Elizabeth,14,0.0
Mr. Collins,Lydia,14,0.0
Mr. Collins,Mrs. Bennet,14,0.0
Mr. Collins,Kitty,14,0.0
Mr. Collins,Jane,14,0.0
Mr. Collins,Mr. Bennet,14,0.0
Mrs. Bennet,Mary,20,0.7752
Mrs. Bennet,Elizabeth,20,0.7752
Mrs. Bennet,Lydia,20,0.7752
Mrs. Bennet,Kitty,20,0.7752
Mrs. Bennet,Jane,20,0.7752
Mrs. Bennet,Mr. Collins,20,0.7752
Mrs. Bennet,Mr. Bennet,20,0.7752
Mr. Collins,Mary,107,0.9516
Mr. Collins,Elizabeth,107,0.9516
Mr. Collins,Lydia,107,0.9516
Mr. Collins,Mrs. Bennet,107,0.9516
Mr. Collins,Kitty,107,0.9516
Mr. Collins,Jane,107,0.9516
Mr. Collins,Mr. Bennet,107,0.9516
Mrs. Bennet,Mary,15,0.0
Mrs. Bennet,Elizabeth,15,0.0
Mrs. Bennet,Lydia,15,0.0
Mrs. Bennet,Kitty,15,0.0
Mrs. Bennet,Jane,15,0.0
Mrs. Bennet,Mr. Collins,15,0.0
Mrs. Bennet,Mr. Bennet,15,0.0
Mr. Collins,Mary,122,0.9429
Mr. Collins,Elizabeth,122,0.9429
Mr. Collins,Lydia,122,0.9429
Mr. Collins,Mrs. Bennet,122,0.9429
Mr. Collins,Kitty,122,0.9429
Mr. Collins,Jane,122,0.9429
Mr. Collins,Mr. Bennet,122,0.9429
Mr. Bennet,Mary,40,0.9042
Mr. Bennet,Elizabeth,40,0.9042
Mr. Bennet,Lydia,40,0.9042
Mr. Bennet,Mrs. Bennet,40,0.9042
Mr. Bennet,Kitty,40,0.9042
Mr. Bennet,Jane,40,0.9042
Mr. Bennet,Mr. Collins,40,0.9042
Mr. Collins,Mary,43,0.8634
Mr. Collins,Elizabeth,43,0.8634
Mr. Collins,Lydia,43,0.8634
Mr. Collins,Mrs. Bennet,43,0.8634
Mr. Collins,Kitty,43,0.8634
Mr. Collins,Jane,43,0.8634
Mr. Collins,Mr. Bennet,43,0.8634
Lydia,Mary,51,0.0
Lydia,Elizabeth,51,0.0
Lydia,Mrs. Bennet,51,0.0
Lydia,Kitty,51,0.0
Lydia,Jane,51,0.0
Lydia,Mr. Collins,51,0.0
Lydia,Mr. Bennet,51,0.0
Mr. Collins,Mary,47,0.2193
Mr. Collins,Elizabeth,47,0.2193
Mr. Collins,Lydia,47,0.2193
Mr. Collins,Mrs. Bennet,47,0.2193
Mr. Collins,Kitty,47,0.2193
Mr. Collins,Jane,47,0.2193
Mr. Collins,Mr. Bennet,47,0.2193
Mrs. Bennet,Mr. Collins,44,0.0522
Mr. Collins,Mary,22,0.8338
Mr. Collins,Elizabeth,22,0.8338
Mr. Collins,Lydia,22,0.8338
Mr. Collins,Kitty,22,0.8338
Mr. Collins,Jane,22,0.8338
Mr. Collins,Mrs. Philips,22,0.8338
Mr. Collins,George Wickham,22,0.8338
Mr. Collins,Mr. Philips,22,0.8338
Elizabeth,George Wickham,15,0.0
George Wickham,Elizabeth,48,0.932
George Wickham,Elizabeth,31,0.34
Elizabeth,George Wickham,25,-0.0754
George Wickham,Elizabeth,72,0.7673
Elizabeth,George Wickham,47,-0.6738
George Wickham,Elizabeth,56,-0.6654
Elizabeth,George Wickham,14,0.0
George Wickham,Elizabeth,13,0.0
Elizabeth,George Wickham,38,0.8543
George Wickham,Elizabeth,151,-0.183
George Wickham,Elizabeth,138,0.9597
Elizabeth,George Wickham,1,0.0
George Wickham,Elizabeth,54,0.5664
Elizabeth,George Wickham,18,0.4726
George Wickham,Elizabeth,160,-0.0218
Elizabeth,George Wickham,9,-0.5093
George Wickham,Elizabeth,26,-0.1169
Elizabeth,George Wickham,15,-0.8466
George Wickham,Elizabeth,71,0.6703
Elizabeth,George Wickham,51,-0.9482
Elizabeth,George Wickham,26,-0.8225
George Wickham,Elizabeth,15,-0.4023
Elizabeth,George Wickham,53,0.8395
George Wickham,Elizabeth,149,0.9903
Elizabeth,George Wickham,40,0.7628
George Wickham,Elizabeth,51,0.9371
Elizabeth,George Wickham,11,0.6486
George Wickham,Elizabeth,106,0.9753
Elizabeth,George Wickham,8,-0.1531
George Wickham,Elizabeth,89,0.9772
Elizabeth,George Wickham,42,0.9383
George Wickham,Elizabeth,3,0.0
Elizabeth,George Wickham,15,0.7783
George Wickham,Elizabeth,75,0.9493
Mr. Collins,Mary,64,0.7939
Mr. Collins,Elizabeth,64,0.7939
Mr. Collins,Lydia,64,0.7939
Mr. Collins,Kitty,64,0.7939
Mr. Collins,Jane,64,0.7939
Mr. Collins,Mrs. Philips,64,0.7939
Mr. Collins,George Wickham,64,0.7939
Elizabeth,George Wickham,31,0.4767
George Wickham,Elizabeth,25,0.0
Elizabeth,George Wickham,24,-0.296
George Wickham,Elizabeth,25,-0.1531
Elizabeth,George Wickham,43,-0.8047
George Wickham,Elizabeth,91,0.9125
Jane,Elizabeth,53,-0.0936
Elizabeth,Jane,40,0.8016
Jane,Elizabeth,83,0.7396
Elizabeth,Jane,51,0.3384
Jane,Elizabeth,12,-0.3612
Elizabeth,Jane,9,0.0
Mary,Elizabeth,46,0.6293
Mary,Lydia,46,0.6293
Mary,Mrs. Bennet,46,0.6293
Mary,Kitty,46,0.6293
Mary,Jane,46,0.6293
Mary,Mr. Bennet,46,0.6293
Mr. Collins,Elizabeth,98,0.9544
Mr. Denney,Elizabeth,24,0.4567
Mr. Denney,Lydia,24,0.4567
Charlotte Lucas,Elizabeth,9,0.4754
Elizabeth,Charlotte Lucas,25,0.7856
Elizabeth,Mr. Darcy,34,0.0772
Elizabeth,Mr. Darcy,28,0.3612
Mr. Darcy,Elizabeth,10,0.0
Elizabeth,Mr. Darcy,47,-0.4588
Mr. Darcy,Elizabeth,19,0.5106
Elizabeth,Mr. Darcy,50,0.8225
Mr. Darcy,Elizabeth,31,0.51
Elizabeth,Mr. Darcy,8,0.0
Elizabeth,Mr. Darcy,16,0.0
Mr. Darcy,Elizabeth,25,0.9275
Elizabeth,Mr. Darcy,24,-0.5106
Sir William Lucas,Mr. Darcy,110,0.9879
Sir William Lucas,Elizabeth,110,0.9879
Mr. Darcy,Elizabeth,12,-0.5267
Elizabeth,Mr. Darcy,48,-0.2755
Mr. Darcy,Elizabeth,5,0.0
Elizabeth,Mr. Darcy,15,0.3802
Mr. Darcy,Elizabeth,26,-0.3612
Elizabeth,Mr. Darcy,16,0.0
Mr. Darcy,Elizabeth,9,0.0
Elizabeth,Mr. Darcy,2,0.4019
Elizabeth,Mr. Darcy,31,-0.1208
Mr. Darcy,Elizabeth,2,0.0
Elizabeth,Mr. Darcy,9,-0.608
Mr. Darcy,Elizabeth,3,0.4404
Elizabeth,Mr. Darcy,19,0.34
Mr. Darcy,Elizabeth,8,0.0
Elizabeth,Mr. Darcy,14,0.0
Mr. Darcy,Elizabeth,5,0.5719
Elizabeth,Mr. Darcy,18,0.0
Mr. Darcy,Elizabeth,46,0.3976
Elizabeth,Mr. Darcy,15,-0.4585
Mr. Darcy,Elizabeth,10,0.0516
Miss Bingley,Elizabeth,217,0.8272
Elizabeth,Miss Bingley,43,0.2626
Miss Bingley,Elizabeth,10,0.7003
Elizabeth,Elizabeth,35,-0.7463
Elizabeth,Jane,35,0.9294
Jane,Elizabeth,112,0.9496
Elizabeth,Jane,8,0.0
Jane,Elizabeth,11,-0.296
Elizabeth,Jane,23,0.5423
Jane,Elizabeth,29,0.0
Elizabeth,Jane,67,0.9085
Mr. Collins,Elizabeth,124,0.9038
Mr. Collins,Charlotte Lucas,124,0.9038
Elizabeth,Mr. Collins,10,0.0
Elizabeth,Charlotte Lucas,10,0.0
Mr. Collins,Elizabeth,39,0.7264
Mr. Collins,Charlotte Lucas,39,0.7264
Mr. Collins,Elizabeth,165,0.9325
Mr. Collins,Charlotte Lucas,165,0.9325
Mr. Collins,Elizabeth,73,0.9401
Mrs. Bennet,Mr. Darcy,37,0.0747
Mrs. Bennet,Elizabeth,37,0.0747
Mrs. Bennet,Lady Lucas,37,0.0747
Elizabeth,Lady Lucas,26,0.224
Elizabeth,Mrs. Bennet,26,0.224
Mr. Bennet,Mr. Darcy,21,0.6901
Mr. Bennet,Elizabeth,21,0.6901
Mr. Bennet,Mrs. Hurst,21,0.6901
Mr. Bennet,Mrs. Bennet,21,0.6901
Mr. Bennet,Mr. Bingley,21,0.6901
Mr. Bennet,Jane,21,0.6901
Mr. Bennet,Mr. Collins,21,0.6901
Mr. Bennet,Miss Bingley,21,0.6901
Mr. Bennet,Lady Lucas,21,0.6901
Mr. Collins,Mary,205,0.9937
Mr. Collins,Elizabeth,205,0.9937
Mr. Collins,Mr. Darcy,205,0.9937
Mr. Collins,Mrs. Hurst,205,0.9937
Mr. Collins,Mrs. Bennet,205,0.9937
Mr. Collins,Mr. Bingley,205,0.9937
Mr. Collins,Jane,205,0.9937
Mr. Collins,Miss Bingley,205,0.9937
Mr. Collins,Lady Lucas,205,0.9937
Mr. Collins,Mr. Bennet,205,0.9937
Lydia,Mary,5,-0.4926
Lydia,Elizabeth,5,-0.4926
Lydia,Mr. Darcy,5,-0.4926
Lydia,Mrs. Bennet,5,-0.4926
Lydia,Kitty,5,-0.4926
Lydia,Mr. Collins,5,-0.4926
Lydia,Mr. Bennet,5,-0.4926
Mr. Collins,Elizabeth,30,0.8979
Mr. Collins,Mrs. Bennet,30,0.8979
Mr. Collins,Kitty,30,0.8979
Mrs. Bennet,Elizabeth,22,0.4574
Mrs. Bennet,Kitty,22,0.4574
Mrs. Bennet,Mr. Collins,22,0.4574
Elizabeth,Mrs. Bennet,32,0.4404
Elizabeth,Kitty,32,0.4404
Elizabeth,Mr. Collins,32,0.4404
Mrs. Bennet,Elizabeth,21,-0.5267
Mrs. Bennet,Kitty,21,-0.5267
Mrs. Bennet,Mr. Collins,21,-0.5267
Mr. Collins,Elizabeth,142,0.9051
Mr. Collins,Elizabeth,422,0.9885
Elizabeth,Mr. Collins,54,0.6789
Mr. Collins,Elizabeth,71,0.2023
Elizabeth,Mr. Collins,104,0.9592
Mr. Collins,Elizabeth,52,0.85
Elizabeth,Mr. Collins,93,0.9647
Mr. Collins,Elizabeth,85,0.6597
Elizabeth,Mr. Collins,42,0.5859
Mr. Collins,Elizabeth,170,0.931
Elizabeth,Mr. Collins,92,0.9668
Mr. Collins,Elizabeth,28,0.9223
Mrs. Bennet,Mr. Collins,43,0.2341
Mr. Collins,Mrs. Bennet,77,0.3169
Mrs. Bennet,Mr. Collins,47,0.3626
Mrs. Bennet,Mr. Bennet,46,0.0
Mr. Bennet,Mrs. Bennet,13,-0.4585
Mrs. Bennet,Mr. Bennet,25,0.0
Mr. Bennet,Mrs. Bennet,13,-0.4588
Mrs. Bennet,Mr. Bennet,15,0.0
Mr. Bennet,Mrs. Bennet,10,0.0
Mr. Bennet,Elizabeth,28,0.6486
Mr. Bennet,Mrs. Bennet,28,0.6486
Mr. Bennet,Elizabeth,9,-0.296
Mr. Bennet,Mrs. Bennet,9,-0.296
Elizabeth,Mr. Bennet,3,0.0
Elizabeth,Mrs. Bennet,3,0.0
Mr. Bennet,Elizabeth,21,0.6115
Mr. Bennet,Mrs. Bennet,21,0.6115
Mrs. Bennet,Elizabeth,8,0.4019
Mrs. Bennet,Mr. Bennet,8,0.4019
Mr. Bennet,Elizabeth,43,-0.4215
Mr. Bennet,Mrs. Bennet,43,-0.4215
Mrs. Bennet,Elizabeth,20,0.3612
Mrs. Bennet,Mr. Bennet,20,0.3612
Mr. Bennet,Elizabeth,45,0.9118
Mr. Bennet,Mrs. Bennet,45,0.9118
Lydia,Charlotte Lucas,32,0.7644
Mrs. Bennet,Lydia,27,-0.6124
Mrs. Bennet,Charlotte Lucas,27,-0.6124
Mrs. Bennet,Kitty,27,-0.6124
Mrs. Bennet,Elizabeth,176,0.6483
Mrs. Bennet,Lydia,176,0.6483
Mrs. Bennet,Charlotte Lucas,176,0.6483
Mrs. Bennet,Kitty,176,0.6483
Mrs. Bennet,Elizabeth,25,0.0
Mrs. Bennet,Lydia,25,0.0
Mrs. Bennet,Charlotte Lucas,25,0.0
Mrs. Bennet,Kitty,25,0.0
Mrs. Bennet,Mr. Collins,25,0.0
Mrs. Bennet,Lydia,3,0.0
Mrs. Bennet,Charlotte Lucas,3,0.0
Mrs. Bennet,Mr. Collins,3,0.0
Mr. Collins,Mrs. Bennet,17,0.3818
Mr. Collins,Lydia,17,0.3818
Mr. Collins,Charlotte Lucas,17,0.3818
Mr. Collins,Mrs. Bennet,207,0.9666
Mr. Collins,Lydia,207,0.9666
Mr. Collins,Charlotte Lucas,207,0.9666
George Wickham,Elizabeth,48,0.3612
Jane,Elizabeth,44,0.7579
Elizabeth,Jane,70,0.9725
Jane,Elizabeth,20,-0.3089
Jane,Elizabeth,13,-0.296
Elizabeth,Jane,12,-0.1531
Jane,Elizabeth,38,-0.8121
Jane,Elizabeth,69,0.8223
Elizabeth,Jane,11,0.4019
Jane,Elizabeth,2,0.0
Elizabeth,Jane,49,0.506
Elizabeth,Jane,188,0.986
Jane,Elizabeth,47,-0.8794
Elizabeth,Jane,40,-0.2998
Jane,Elizabeth,27,0.978
Elizabeth,Jane,40,0.128
Jane,Elizabeth,22,-0.2928
Elizabeth,Jane,18,0.4588
Jane,Elizabeth,22,-0.4753
Elizabeth,Charlotte Lucas,17,0.7184
Mr. Collins,Mary,35,0.8856
Mr. Collins,Elizabeth,35,0.8856
Mr. Collins,Lydia,35,0.8856
Mr. Collins,Mrs. Bennet,35,0.8856
Mr. Collins,Kitty,35,0.8856
Mr. Collins,Mr. Bennet,35,0.8856
Mr. Bennet,Mary,26,0.068
Mr. Bennet,Elizabeth,26,0.068
Mr. Bennet,Lydia,26,0.068
Mr. Bennet,Mrs. Bennet,26,0.068
Mr. Bennet,Kitty,26,0.068
Mr. Bennet,Mr. Collins,26,0.068
Mr. Collins,Mary,29,0.7469
Mr. Collins,Elizabeth,29,0.7469
Mr. Collins,Lydia,29,0.7469
Mr. Collins,Mrs. Bennet,29,0.7469
Mr. Collins,Kitty,29,0.7469
Mr. Collins,Mr. Bennet,29,0.7469
Mr. Bennet,Mary,49,-0.4019
Mr. Bennet,Elizabeth,49,-0.4019
Mr. Bennet,Lydia,49,-0.4019
Mr. Bennet,Mrs. Bennet,49,-0.4019
Mr. Bennet,Kitty,49,-0.4019
Mr. Bennet,Mr. Collins,49,-0.4019
Mr. Collins,Mary,79,0.9801
Mr. Collins,Elizabeth,79,0.9801
Mr. Collins,Lydia,79,0.9801
Mr. Collins,Mrs. Bennet,79,0.9801
Mr. Collins,Kitty,79,0.9801
Mr. Collins,Mr. Bennet,79,0.9801
Elizabeth,Charlotte Lucas,7,0.7081
Charlotte Lucas,Elizabeth,35,0.7345
Charlotte Lucas,Elizabeth,92,0.978
Elizabeth,Charlotte Lucas,1,0.0
Lydia,Mary,21,0.5502
Lydia,Elizabeth,21,0.5502
Lydia,Mrs. Bennet,21,0.5502
Lydia,Kitty,21,0.5502
Lydia,Sir William Lucas,21,0.5502
Mrs. Bennet,Mr. Bennet,39,-0.6105
Mr. Bennet,Mrs. Bennet,26,0.8658
Mrs. Bennet,Mr. Bennet,24,0.0
Mr. Bennet,Mrs. Bennet,5,0.0
Mrs. Bennet,Mr. Bennet,8,0.0
Mr. Bennet,Mrs. Bennet,14,0.5719
Mrs. Bennet,Mr. Bennet,49,-0.509
Mr. Bennet,Mrs. Bennet,7,-0.0516
Jane,Elizabeth,49,-0.3054
Jane,Elizabeth,58,0.7867
Jane,Elizabeth,31,-0.4735
Elizabeth,Jane,39,0.8783
Elizabeth,Jane,145,0.8744
Jane,Elizabeth,78,0.7906
Elizabeth,Jane,137,0.631
Jane,Elizabeth,112,0.889
Elizabeth,Jane,7,0.4939
Jane,Elizabeth,27,-0.5313
Elizabeth,Jane,49,-0.9481
Jane,Elizabeth,9,0.0
Elizabeth,Jane,27,-0.2382
Jane,Elizabeth,9,0.0
Elizabeth,Jane,6,0.7096
Jane,Elizabeth,30,0.7579
Elizabeth,Jane,41,0.9756
Jane,Elizabeth,167,0.9681
Mr. Bennet,Elizabeth,96,0.9565
Elizabeth,Mr. Bennet,19,0.9163
Mr. Bennet,Elizabeth,29,0.9274
Mrs. Bennet,Mary,164,0.7015
Mrs. Bennet,Elizabeth,164,0.7015
Mrs. Bennet,Lydia,164,0.7015
Mrs. Bennet,Mrs. Gardiner,164,0.7015
Mrs. Bennet,Kitty,164,0.7015
Mrs. Gardiner,Elizabeth,62,0.9523
Elizabeth,Mrs. Gardiner,56,0.8432
Mrs. Gardiner,Elizabeth,47,0.9175
Elizabeth,Mrs. Gardiner,72,0.8182
Mrs. Gardiner,Elizabeth,81,0.9071
Mrs. Gardiner,Elizabeth,56,0.4215
Elizabeth,Mrs. Gardiner,86,-0.0998
Mrs. Gardiner,Elizabeth,28,0.7637
Elizabeth,Mrs. Gardiner,6,-0.2732
Mrs. Gardiner,Elizabeth,133,0.919
Elizabeth,Mrs. Gardiner,8,0.3182
Mrs. Gardiner,Elizabeth,11,0.7717
Elizabeth,Mrs. Gardiner,33,-0.0946
Mrs. Gardiner,Elizabeth,6,0.0572
Elizabeth,Mrs. Gardiner,213,0.9909
Mrs. Gardiner,Elizabeth,26,0.1531
Elizabeth,Mrs. Gardiner,82,0.9776
Charlotte Lucas,Elizabeth,10,0.0
Elizabeth,Charlotte Lucas,4,0.34
Charlotte Lucas,Elizabeth,13,0.4404
Elizabeth,Charlotte Lucas,8,0.4404
Charlotte Lucas,Elizabeth,17,0.3502
Charlotte Lucas,Elizabeth,35,0.8591
Mrs. Gardiner,Elizabeth,20,0.7469
Elizabeth,Mrs. Gardiner,63,0.6767
Mrs. Gardiner,Elizabeth,19,-0.2247
Elizabeth,Mrs. Gardiner,16,-0.3626
Mrs. Gardiner,Elizabeth,18,-0.7469
Elizabeth,Mrs. Gardiner,41,0.5472
Mrs. Gardiner,Elizabeth,15,0.0
Elizabeth,Mrs. Gardiner,28,0.0772
Mrs. Gardiner,Elizabeth,18,0.128
Elizabeth,Mrs. Gardiner,15,0.0
Mrs. Gardiner,Elizabeth,29,-0.6486
Elizabeth,Mrs. Gardiner,73,-0.7734
Mrs. Gardiner,Elizabeth,9,0.25
Mrs. Gardiner,Elizabeth,16,-0.1597
Elizabeth,Mrs. Gardiner,114,0.8425
Mr. Collins,Elizabeth,126,0.9651
Mr. Collins,Charlotte Lucas,126,0.9651
Mr. Collins,Maria,126,0.9651
Charlotte Lucas,Elizabeth,14,0.4927
Charlotte Lucas,Mr. Collins,14,0.4927
Charlotte Lucas,Maria,14,0.4927
Mr. Collins,Elizabeth,24,0.7146
Mr. Collins,Charlotte Lucas,24,0.7146
Mr. Collins,Maria,24,0.7146
Maria,Elizabeth,36,0.6688
Elizabeth,Maria,26,0.0
Maria,Elizabeth,45,0.3786
Elizabeth,Maria,20,-0.4588
Maria,Elizabeth,19,0.7712
Elizabeth,Maria,24,0.5984
Mr. Collins,Elizabeth,75,0.1882
Mr. Collins,Charlotte Lucas,75,0.1882
Mr. Collins,Sir William Lucas,75,0.1882
Mr. Collins,Maria,75,0.1882
Sir William Lucas,Elizabeth,42,0.8319
Sir William Lucas,Charlotte Lucas,42,0.8319
Sir William Lucas,Mr. Collins,42,0.8319
Sir William Lucas,Maria,42,0.8319
Mr. Collins,Elizabeth,75,0.9265
Lady Catherine De Bourgh,Elizabeth,47,0.1027
Lady Catherine De Bourgh,Mrs. Jenkinson,47,0.1027
Lady Catherine De Bourgh,Charlotte Lucas,47,0.1027
Lady Catherine De Bourgh,Miss De Bourgh,47,0.1027
Lady Catherine De Bourgh,Maria,47,0.1027
Elizabeth,Mrs. Jenkinson,2,0.0
Elizabeth,Lady Catherine De Bourgh,2,0.0
Elizabeth,Charlotte Lucas,2,0.0
Elizabeth,Miss De Bourgh,2,0.0
Elizabeth,Maria,2,0.0
Lady Catherine De Bourgh,Elizabeth,31,0.8718
Lady Catherine De Bourgh,Mrs. Jenkinson,31,0.8718
Lady Catherine De Bourgh,Charlotte Lucas,31,0.8718
Lady Catherine De Bourgh,Miss De Bourgh,31,0.8718
Lady Catherine De Bourgh,Maria,31,0.8718
Elizabeth,Mrs. Jenkinson,4,0.0
Elizabeth,Lady Catherine De Bourgh,4,0.0
Elizabeth,Charlotte Lucas,4,0.0
Elizabeth,Miss De Bourgh,4,0.0
Elizabeth,Maria,4,0.0
Lady Catherine De Bourgh,Elizabeth,29,-0.3795
Lady Catherine De Bourgh,Mrs. Jenkinson,29,-0.3795
Lady Catherine De Bourgh,Charlotte Lucas,29,-0.3795
Lady Catherine De Bourgh,Miss De Bourgh,29,-0.3795
Lady Catherine De Bourgh,Maria,29,-0.3795
Elizabeth,Mrs. Jenkinson,4,-0.296
